chord,measure,beat,totbeat,op,no,mov,length,global_key,is_major,unified_chord,Case
V7,101,1,401,95,11,1,2,FALSE,TRUE,V7,TRUE
V7,103,2,410,95,11,1,15,FALSE,TRUE,V7,TRUE
V7,110,4,440,95,11,1,2,FALSE,TRUE,V7,TRUE
V7,111,4,444,95,11,1,1,FALSE,TRUE,V7,TRUE
V43,113,1,449,95,11,1,4,FALSE,TRUE,V7,TRUE
V43,115,1,457,95,11,1,4,FALSE,TRUE,V7,TRUE
V7,121,4,484,95,11,1,2,FALSE,TRUE,V7,TRUE
V7,122,4,488,95,11,1,1,FALSE,TRUE,V7,TRUE
V43,124,1,493,95,11,1,4,FALSE,TRUE,V7,TRUE
V43,126,1,501,95,11,1,4,FALSE,TRUE,V7,TRUE
V7/IV,5,2,10,95,11,2,3,D,TRUE,V7,TRUE
V7,10,1,19,95,11,2,1,D,TRUE,V7,TRUE
V65,10,2.5,20.5,95,11,2,0.5,D,TRUE,V7,TRUE
V43,15,1,29,95,11,2,1,D,TRUE,V7,TRUE
V43(b9),17,1,33,95,11,2,2,D,TRUE,V7,TRUE
V65(2)/ii,18,2,36,95,11,2,1,D,TRUE,V7,TRUE
V65/ii,19,1,37,95,11,2,1,D,TRUE,V7,TRUE
V43(b2),20,1,39,95,11,2,1,D,TRUE,V7,TRUE
V43,20,2,40,95,11,2,2,D,TRUE,V7,TRUE
V7,30,2,60,95,11,2,1,D,TRUE,V7,TRUE
V2/IV,38,2.5,76.5,95,11,2,1.5,D,TRUE,V7,TRUE
V7,43,2.5,86.5,95,11,2,0.5,D,TRUE,V7,TRUE
V43/iv,45,2,90,95,11,2,1,D,TRUE,V7,TRUE
V7/bIII,47,2.5,94.5,95,11,2,0.5,D,TRUE,V7,TRUE
V65,49,2,98,95,11,2,1,D,TRUE,V7,TRUE
V2/iv,52,2.5,104.5,95,11,2,0.5,D,TRUE,V7,TRUE
V2/bvii,55,1,109,95,11,2,0.5,D,TRUE,V7,TRUE
V7/.bvii,56,2,112,95,11,2,1,D,TRUE,V7,TRUE
V7/.bvii,57,2,114,95,11,2,1,D,TRUE,V7,TRUE
V7,75,2,150,95,11,2,3,D,TRUE,V7,TRUE
V2/iv,80,1,159,95,11,2,0.75,D,TRUE,V7,TRUE
V2/iv,80,2,160,95,11,2,1,D,TRUE,V7,TRUE
V7,81,2.25,162.25,95,11,2,0.25,D,TRUE,V7,TRUE
V7/V,82,2,164,95,11,2,1,D,TRUE,V7,TRUE
V65,83,1,165,95,11,2,1.5,D,TRUE,V7,TRUE
V2,91,2,182,95,11,2,1,D,TRUE,V7,TRUE
V2/IV,95,2,190,95,11,2,1,D,TRUE,V7,TRUE
V65/bVII,96,1,191,95,11,2,3.5,D,TRUE,V7,TRUE
ii6,181,3,543,132,15,2,3,A,TRUE,?,TRUE
I[V7/V,106,2.5,212.5,95,11,2,0.5,D,TRUE,V7,TRUE
V7,115,1,229,95,11,2,2,D,TRUE,V7,TRUE
V7/iv,117,1,233,95,11,2,2,D,TRUE,V7,TRUE
V7,121,1,241,95,11,2,1,D,TRUE,V7,TRUE
V65,121,2.5,242.5,95,11,2,0.5,D,TRUE,V7,TRUE
V7(b2),124,1,247,95,11,2,1,D,TRUE,V7,TRUE
V7,124,2,248,95,11,2,1,D,TRUE,V7,TRUE
V7,126,1,251,95,11,2,1,D,TRUE,V7,TRUE
V65,127,1,253,95,11,2,2,D,TRUE,V7,TRUE
V43(b9),128,1,255,95,11,2,2,D,TRUE,V7,TRUE
V65/ii,130,1,259,95,11,2,1.5,D,TRUE,V7,TRUE
V2,131,2,262,95,11,2,0.5,D,TRUE,V7,TRUE
V43,131,2.5,262.5,95,11,2,1.5,D,TRUE,V7,TRUE
V7,133,2,266,95,11,2,1,D,TRUE,V7,TRUE
V7,141,2,282,95,11,2,1,D,TRUE,V7,TRUE
V2/iv,145,1,289,95,11,2,0.5,D,TRUE,V7,TRUE
V7/iv,145,2.5,290.5,95,11,2,0.5,D,TRUE,V7,TRUE
V7/.bIII,149,1,297,95,11,2,1.5,D,TRUE,V7,TRUE
V7/.bIII,150,1,299,95,11,2,1.5,D,TRUE,V7,TRUE
V43,151,2.5,302.5,95,11,2,0.5,D,TRUE,V7,TRUE
V43,152,1.5,303.5,95,11,2,0.5,D,TRUE,V7,TRUE
V43,152,2.5,304.5,95,11,2,0.5,D,TRUE,V7,TRUE
.bVI.V7,301,1,1205,59,9,4,4,C,FALSE,V+7,TRUE
V43,305,1,1221,59,9,4,2,C,FALSE,V+7,TRUE
V65,305,3,1223,59,9,4,2,C,FALSE,V+7,TRUE
V2,307,1,1229,59,9,4,4,C,FALSE,V+7,TRUE
V43,309,1,1237,59,9,4,2,C,FALSE,V+7,TRUE
V7,309,3,1239,59,9,4,2,C,FALSE,V+7,TRUE
V7/iv,311,3,1247,59,9,4,2,C,FALSE,V+7,TRUE
V7,313,1,1253,59,9,4,2,C,FALSE,V+7,TRUE
V7,318,1,1273,59,9,4,11,C,FALSE,V+7,TRUE
V7,321,1,1285,59,9,4,1,C,FALSE,V+7,TRUE
V7,321,3,1287,59,9,4,1,C,FALSE,V+7,TRUE
V7\\\\,322,1,1289,59,9,4,8,C,FALSE,V+7,TRUE
V65,326,1,1305,59,9,4,8,C,FALSE,V+7,TRUE
V7,329,3,1319,59,9,4,2,C,FALSE,V+7,TRUE
V7,331,3,1327,59,9,4,2,C,FALSE,V+7,TRUE
V43,333,1,1333,59,9,4,2,C,FALSE,V+7,TRUE
V7,333,3,1335,59,9,4,2,C,FALSE,V+7,TRUE
V7/IV,334,1,1337,59,9,4,2,C,FALSE,V+7,TRUE
V7,335,3,1343,59,9,4,2,C,FALSE,V+7,TRUE
V7/ii,336,3,1347,59,9,4,2,C,FALSE,V+7,TRUE
V7,337,3,1351,59,9,4,2,C,FALSE,V+7,TRUE
V7/ii,338,3,1355,59,9,4,2,C,FALSE,V+7,TRUE
V7,339,3,1359,59,9,4,2,C,FALSE,V+7,TRUE
V7/ii,340,3,1363,59,9,4,2,C,FALSE,V+7,TRUE
V7,341,3,1367,59,9,4,2,C,FALSE,V+7,TRUE
V7/ii,342,3,1371,59,9,4,2,C,FALSE,V+7,TRUE
V7,343,3,1375,59,9,4,2,C,FALSE,V+7,TRUE
V7,344,3,1379,59,9,4,2,C,FALSE,V+7,TRUE
V7(4),351,1,1405,59,9,4,2,C,FALSE,V+7,TRUE
V7,351,3,1407,59,9,4,2,C,FALSE,V+7,TRUE
V2,359,3,1439,59,9,4,2,C,FALSE,V+7,TRUE
V2/IV,360,3,1443,59,9,4,2,C,FALSE,V+7,TRUE
V2/IV,362,3,1451,59,9,4,2,C,FALSE,V+7,TRUE
V2/IV,364,3,1459,59,9,4,2,C,FALSE,V+7,TRUE
V7/ii,365,1,1461,59,9,4,2,C,FALSE,V+7,TRUE
V7,367,1,1469,59,9,4,4,C,FALSE,V+7,TRUE
V7/ii,369,1,1477,59,9,4,4,C,FALSE,V+7,TRUE
V7,371,1,1485,59,9,4,4,C,FALSE,V+7,TRUE
V7,374,1,1497,59,9,4,8,C,FALSE,V+7,TRUE
V7,378,1,1513,59,9,4,8,C,FALSE,V+7,TRUE
V7,382,1,1529,59,9,4,2,C,FALSE,V+7,TRUE
V2,382,3,1531,59,9,4,2,C,FALSE,V+7,TRUE
V2,390,3,1563,59,9,4,2,C,FALSE,V+7,TRUE
V2/IV,396,3,1587,59,9,4,2,C,FALSE,V+7,TRUE
V7/ii,399,1,1597,59,9,4,2,C,FALSE,V+7,TRUE
V65/ii,399,3,1599,59,9,4,2,C,FALSE,V+7,TRUE
V7,401,1,1605,59,9,4,4,C,FALSE,V+7,TRUE
V7/IV,402,4,1612,59,9,4,1,C,FALSE,V+7,TRUE
V7/ii,403,1,1613,59,9,4,4,C,FALSE,V+7,TRUE
V7,405,1,1621,59,9,4,4,C,FALSE,V+7,TRUE
V7/ii,407,1,1629,59,9,4,2,C,FALSE,V+7,TRUE
V65/ii,407,3,1631,59,9,4,2,C,FALSE,V+7,TRUE
V7,409,1,1637,59,9,4,4,C,FALSE,V+7,TRUE
V7,412,1,1649,59,9,4,8,C,FALSE,V+7,TRUE
V7,416,1,1665,59,9,4,8,C,FALSE,V+7,TRUE
V2,420,3,1683,59,9,4,2,C,FALSE,V+7,TRUE
V7,427,1,1709,59,9,4,4,C,FALSE,V+7,TRUE
V[V7(b9),153,1,305,95,11,2,0.5,D,TRUE,V7,TRUE
V7,153,1.5,305.5,95,11,2,1.5,D,TRUE,V7,TRUE
V43,155,1,309,95,11,2,1,D,TRUE,V7,TRUE
V7(b9),157,1,313,95,11,2,2,D,TRUE,V7,TRUE
V7,159,1,317,95,11,2,1,D,TRUE,V7,TRUE
V7(b9),161,1,321,95,11,2,3,D,TRUE,V7,TRUE
V7,165,1,329,95,11,2,2,D,TRUE,V7,TRUE
V7,167,2.5,334.5,95,11,2,2.5,D,TRUE,V7,TRUE
V7(9),171,1,341,95,11,2,1,D,TRUE,V7,TRUE
V7],171,2,342,95,11,2,1,D,TRUE,V7,TRUE
V2(4)/IV,172,1,343,95,11,2,1,D,TRUE,V7,TRUE
V2/IV,172,2,344,95,11,2,1,D,TRUE,V7,TRUE
V7,175,1,349,95,11,2,2,D,TRUE,V7,TRUE
V2/IV,176,2,352,95,11,2,1,D,TRUE,V7,TRUE
V7(b9),182,1,363,95,11,2,4,D,TRUE,V7,TRUE
V7(2),187,1,373,95,11,2,2,D,TRUE,V7,TRUE
V7,188,1,375,95,11,2,2,D,TRUE,V7,TRUE
V2/IV,68,1,202,95,11,3,3,FALSE,TRUE,V7,TRUE
V7,73,1,217,95,11,3,3,FALSE,TRUE,V7,TRUE
V2/IV,148,1,442,95,11,3,3,FALSE,TRUE,V7,TRUE
V7,153,1,457,95,11,3,3,FALSE,TRUE,V7,TRUE
V2/IV,160,1,478,95,11,3,3,FALSE,TRUE,V7,TRUE
V43,1,1.5,2,95,11,4,1,FALSE,TRUE,V7,TRUE
V43,2,1.5,4,95,11,4,1,FALSE,TRUE,V7,TRUE
V7(9),5,2.5,11,95,11,4,0.5,FALSE,TRUE,V7,TRUE
V43,6,1,11.5,95,11,4,0.5,FALSE,TRUE,V7,TRUE
V7(9),6,2.5,13,95,11,4,0.5,FALSE,TRUE,V7,TRUE
V43,7,1,13.5,95,11,4,6.5,FALSE,TRUE,V7,TRUE
V43,9,2.5,20,95,11,4,0.5,FALSE,TRUE,V7,TRUE
V7(4),16,1,39.5,95,11,4,0.5,FALSE,TRUE,V7,TRUE
V7(9),16,1.5,40,95,11,4,0.5,FALSE,TRUE,V7,TRUE
V7(4),16,2,40.5,95,11,4,0.5,FALSE,TRUE,V7,TRUE
V7,17,2,43.5,95,11,4,0.5,FALSE,TRUE,V7,TRUE
V7,28,1,75.5,95,11,4,2,FALSE,TRUE,V7,TRUE
VI.V65/IV,64,3.5,186,95,11,4,2,FALSE,TRUE,V7,TRUE
V7,68,1,195.5,95,11,4,3,FALSE,TRUE,V7,TRUE
V7/ii,69,2.5,200,95,11,4,1.5,FALSE,TRUE,V7,TRUE
V7,134,3,396.5,95,11,4,6,FALSE,TRUE,V7,TRUE
V7,136,4,405.5,95,11,4,1,FALSE,TRUE,V7,TRUE
V7,138,3,412.5,95,11,4,2,FALSE,TRUE,V7,TRUE
V7,140,3,420.5,95,11,4,2,FALSE,TRUE,V7,TRUE
V7,141,3,424.5,95,11,4,2,FALSE,TRUE,V7,TRUE
V7,142,3,428.5,95,11,4,2,FALSE,TRUE,V7,TRUE
V7,143,3,432.5,95,11,4,2,FALSE,TRUE,V7,TRUE
V7/V,146,1,442.5,95,11,4,4,FALSE,TRUE,V7,TRUE
V7,147,1,446.5,95,11,4,4,FALSE,TRUE,V7,TRUE
V7,150,1,458.5,95,11,4,4,FALSE,TRUE,V7,TRUE
V7/IV,151,3,464.5,95,11,4,2,FALSE,TRUE,V7,TRUE
V7/IV,152,3,468.5,95,11,4,2,FALSE,TRUE,V7,TRUE
V7/V,153,3,472.5,95,11,4,2,FALSE,TRUE,V7,TRUE
V7/V,154,3,476.5,95,11,4,2,FALSE,TRUE,V7,TRUE
V7,158,1,490.5,95,11,4,4,FALSE,TRUE,V7,TRUE
V7,162,1,506.5,95,11,4,4,FALSE,TRUE,V7,TRUE
V2(+4),164,1,514.5,95,11,4,2,FALSE,TRUE,V7,TRUE
V7,164,3,516.5,95,11,4,2,FALSE,TRUE,V7,TRUE
V2(+4),166,1,522.5,95,11,4,2,FALSE,TRUE,V7,TRUE
V7,166,3,524.5,95,11,4,2,FALSE,TRUE,V7,TRUE
V7,168,3,532.5,95,11,4,2,FALSE,TRUE,V7,TRUE
V7,169,3,536.5,95,11,4,6,FALSE,TRUE,V7,TRUE
V7,172,1,546.5,95,11,4,4,FALSE,TRUE,V7,TRUE
V65,81,3,323,74,10,1,2,Eb,FALSE,V+7,TRUE
V2,29,1,43,74,10,2,1.5,Ab,FALSE,V+7,TRUE
V65/iv,30,2,45.5,74,10,2,0.5,Ab,FALSE,V+7,TRUE
V7,34,2,51.5,74,10,2,0.5,Ab,FALSE,V+7,TRUE
V65/ii,41,1,61,74,10,2,1.5,Ab,FALSE,V+7,TRUE
V7/vi,46,1.5,69,74,10,2,0.5,Ab,FALSE,V+7,TRUE
V65/vi,46,2,69.5,74,10,2,1,Ab,FALSE,V+7,TRUE
V2,51,2,77,74,10,2,2,Ab,FALSE,V+7,TRUE
V65,103,2,155,74,10,2,0.25,Ab,FALSE,V+7,TRUE
V7,114,2,171.5,74,10,2,0.5,Ab,FALSE,V+7,TRUE
V2,116,1.5,174,74,10,2,0.5,Ab,FALSE,V+7,TRUE
V7/V,121,2,182,74,10,2,0.5,Ab,FALSE,V+7,TRUE
V2,123,1,184,74,10,2,0.5,Ab,FALSE,V+7,TRUE
V43/IV,124,2,186.5,74,10,2,0.5,Ab,FALSE,V+7,TRUE
V2/IV,125,1,187,74,10,2,1,Ab,FALSE,V+7,TRUE
V43/IV,125,2,188,74,10,2,0.5,Ab,FALSE,V+7,TRUE
V65/IV,126,2,189.5,74,10,2,0.25,Ab,FALSE,V+7,TRUE
V2,129,2,194,74,10,2,0.5,Ab,FALSE,V+7,TRUE
V7,130,2,195.5,74,10,2,0.5,Ab,FALSE,V+7,TRUE
V7(4),132,1,197.5,74,10,2,0.5,Ab,FALSE,V+7,TRUE
V7,132,1.5,198,74,10,2,1,Ab,FALSE,V+7,TRUE
V65,134,1.5,201,74,10,2,1,Ab,FALSE,V+7,TRUE
V7,136,1,203.5,74,10,2,4.5,Ab,FALSE,V+7,TRUE
V65,101,1,299.5,74,10,3,3,c,TRUE,V7,TRUE
V2(4),106,1,314.5,74,10,3,1,c,TRUE,V7,TRUE
V2,106,2,315.5,74,10,3,1,c,TRUE,V7,TRUE
V7,111,1,329.5,74,10,3,3,c,TRUE,V7,TRUE
V7,115,1,341.5,74,10,3,3,c,TRUE,V7,TRUE
V2,135,1,401.5,74,10,3,6,c,TRUE,V7,TRUE
V43,138,1,410.5,74,10,3,9,c,TRUE,V7,TRUE
V2,143,1,425.5,74,10,3,3,c,TRUE,V7,TRUE
V65(6),146,1,434.5,74,10,3,3,c,TRUE,V7,TRUE
V2/IV,149,1,443.5,74,10,3,3,c,TRUE,V7,TRUE
V2/IV,153,1,455.5,74,10,3,3,c,TRUE,V7,TRUE
V65,159,1,473.5,74,10,3,3,c,TRUE,V7,TRUE
V65,166,1,494.5,74,10,3,3,c,TRUE,V7,TRUE
V65,272,1,812.5,74,10,3,3,c,TRUE,V7,TRUE
V2,306,1,914.5,74,10,3,6,c,TRUE,V7,TRUE
V43,309,1,923.5,74,10,3,9,c,TRUE,V7,TRUE
V2,314,1,938.5,74,10,3,3,c,TRUE,V7,TRUE
V65(6),317,1,947.5,74,10,3,3,c,TRUE,V7,TRUE
V2/IV,320,1,956.5,74,10,3,3,c,TRUE,V7,TRUE
V43,322,1,962.5,74,10,3,3,c,TRUE,V7,TRUE
V2/IV,324,1,968.5,74,10,3,3,c,TRUE,V7,TRUE
V43,326,1,974.5,74,10,3,3,c,TRUE,V7,TRUE
V65,330,1,986.5,74,10,3,3,c,TRUE,V7,TRUE
V43,334,1,998.5,74,10,3,3,c,TRUE,V7,TRUE
V65,337,1,1007.5,74,10,3,3,c,TRUE,V7,TRUE
vi.V7(4)/V,96,1,190,74,10,4,1,Eb,FALSE,V+7,TRUE
V7/V,96,2,191,74,10,4,1,Eb,FALSE,V+7,TRUE
V43/V,73,1,289,95,11,1,4,FALSE,FALSE,V+7,TRUE
V7(+9),74,1,293,95,11,1,4,FALSE,FALSE,V+7,TRUE
V65,81,3,323,95,11,1,2,FALSE,FALSE,V+7,TRUE
V7/V,134,1,533,95,11,1,3,FALSE,FALSE,V+7,TRUE
V7(+9)/iv,138,3,551,95,11,1,2,FALSE,FALSE,V+7,TRUE
V7,148,4,592,95,11,1,1,FALSE,FALSE,V+7,TRUE
V7,149,4,596,95,11,1,2,FALSE,FALSE,V+7,TRUE
V7(2),150,2,598,95,11,1,1,FALSE,FALSE,V+7,TRUE
V7,150,3,599,95,11,1,2,FALSE,FALSE,V+7,TRUE
.bV.V43,59,2,118,95,11,2,0.5,D,FALSE,V+7,TRUE
V65,63,2,126,95,11,2,2,D,FALSE,V+7,TRUE
V65/iii,68,1,135,95,11,2,1,D,FALSE,V+7,TRUE
V65/iii,72,1,143,95,11,2,1,D,FALSE,V+7,TRUE
V7,87,2.5,174.5,95,11,2,0.5,D,FALSE,V+7,TRUE
v.V65,5,2,14,95,11,3,2,FALSE,FALSE,V+7,TRUE
V65,13,3.5,39.5,95,11,3,0.5,FALSE,FALSE,V+7,TRUE
V2,16,2.75,47.75,95,11,3,0.25,FALSE,FALSE,V+7,TRUE
V43,16,3.75,48.75,95,11,3,0.25,FALSE,FALSE,V+7,TRUE
V7,17,2,50,95,11,3,1.5,FALSE,FALSE,V+7,TRUE
V7,18,2,53,95,11,3,1,FALSE,FALSE,V+7,TRUE
V43(9),24,2,71,95,11,3,0.75,FALSE,FALSE,V+7,TRUE
V43,24,2.75,71.75,95,11,3,0.75,FALSE,FALSE,V+7,TRUE
V7,27,1.75,79.75,95,11,3,0.25,FALSE,FALSE,V+7,TRUE
V7,34,3,102,95,11,3,1,FALSE,FALSE,V+7,TRUE
V[V7,35,3.75,105.75,95,11,3,0.25,FALSE,FALSE,V+7,TRUE
V43],36,3,108,95,11,3,0.75,FALSE,FALSE,V+7,TRUE
V7,49,1,145,95,11,3,3,FALSE,FALSE,V+7,TRUE
V7,61,1,181,95,11,3,3,FALSE,FALSE,V+7,TRUE
V43,64,3,192,95,11,3,2,FALSE,FALSE,V+7,TRUE
.#iv.V43,81,1,241,95,11,3,3,FALSE,TRUE,V7,TRUE
V65,83,1,247,95,11,3,3,FALSE,TRUE,V7,TRUE
V7(+9),92,1,274,95,11,3,3,FALSE,TRUE,V7,TRUE
V65(9),108,1,322,95,11,3,1,FALSE,FALSE,V+7,TRUE
V65,108,2,323,95,11,3,2,FALSE,FALSE,V+7,TRUE
V7,110,3.5,330.5,95,11,3,0.5,FALSE,FALSE,V+7,TRUE
i.V2,111,1,331,95,11,3,3,FALSE,FALSE,V+7,TRUE
V65,116,2,347,95,11,3,2,FALSE,FALSE,V+7,TRUE
V2,119,2.75,356.75,95,11,3,0.25,FALSE,FALSE,V+7,TRUE
V43,119,3.75,357.75,95,11,3,0.25,FALSE,FALSE,V+7,TRUE
V7,121,2,362,95,11,3,1.5,FALSE,FALSE,V+7,TRUE
V43(#9),127,2,380,95,11,3,0.75,FALSE,FALSE,V+7,TRUE
V43,127,2.75,380.75,95,11,3,0.75,FALSE,FALSE,V+7,TRUE
V7,130,1.75,388.75,95,11,3,0.25,FALSE,FALSE,V+7,TRUE
V7,137,3,411,95,11,3,1,FALSE,FALSE,V+7,TRUE
V7,139,3,417,95,11,3,1,FALSE,FALSE,V+7,TRUE
V65,164,1,490,95,11,3,3,FALSE,FALSE,V+7,TRUE
V2/IV,168,1,502,95,11,3,9,FALSE,FALSE,V+7,TRUE
V7,175,1,523,95,11,3,3,FALSE,FALSE,V+7,TRUE
V7,178,2,533,95,11,3,1,FALSE,FALSE,V+7,TRUE
V7,179,3,537,95,11,3,1,FALSE,FALSE,V+7,TRUE
V7,180,3,540,95,11,3,1,FALSE,FALSE,V+7,TRUE
V2/V,182,2,545,95,11,3,1,FALSE,FALSE,V+7,TRUE
V7,184,2,551,95,11,3,1.5,FALSE,FALSE,V+7,TRUE
V7,185,2,554,95,11,3,1.5,FALSE,FALSE,V+7,TRUE
V43(#9),191,2,572,95,11,3,0.75,FALSE,FALSE,V+7,TRUE
V43,191,2.75,572.75,95,11,3,0.75,FALSE,FALSE,V+7,TRUE
V7,194,1.75,580.75,95,11,3,0.25,FALSE,FALSE,V+7,TRUE
V7,201,3,603,95,11,3,1,FALSE,FALSE,V+7,TRUE
V7,203,3,609,95,11,3,1,FALSE,FALSE,V+7,TRUE
V43,40,1,111.5,95,11,4,1,FALSE,FALSE,V+7,TRUE
V43,41,1,114.5,95,11,4,1,FALSE,FALSE,V+7,TRUE
V7],45,1,126.5,95,11,4,3,FALSE,FALSE,V+7,TRUE
V7,47,1,132.5,95,11,4,3,FALSE,FALSE,V+7,TRUE
V7,50,2.5,143,95,11,4,1.5,FALSE,FALSE,V+7,TRUE
V7/VI,55,1,156.5,95,11,4,1.5,FALSE,FALSE,V+7,TRUE
V7/VI,56,1,159.5,95,11,4,1.5,FALSE,FALSE,V+7,TRUE
V7/III,57,1,162.5,95,11,4,1.5,FALSE,FALSE,V+7,TRUE
V7/vi,71,2,205.5,95,11,4,0.5,FALSE,FALSE,V+7,TRUE
V7/vi,72,2,208.5,95,11,4,0.5,FALSE,FALSE,V+7,TRUE
V65,74,2.5,215,95,11,4,1.5,FALSE,FALSE,V+7,TRUE
V2,77,2,223.5,95,11,4,0.5,FALSE,FALSE,V+7,TRUE
V7,79,2,229.5,95,11,4,1,FALSE,FALSE,V+7,TRUE
V43,80,3.5,234,95,11,4,0.5,FALSE,FALSE,V+7,TRUE
V7,90,1,261.5,95,11,4,1,FALSE,FALSE,V+7,TRUE
V2,95,1,276.5,95,11,4,1,FALSE,FALSE,V+7,TRUE
V43,95,2,277.5,95,11,4,0.5,FALSE,FALSE,V+7,TRUE
V7,95,2.5,278,95,11,4,1.5,FALSE,FALSE,V+7,TRUE
V2,97,1,282.5,95,11,4,1,FALSE,FALSE,V+7,TRUE
V43,97,2,283.5,95,11,4,0.5,FALSE,FALSE,V+7,TRUE
V7,97,2.5,284,95,11,4,1.5,FALSE,FALSE,V+7,TRUE
V65,102,1.5,298,95,11,4,0.5,FALSE,FALSE,V+7,TRUE
V7,103,1,300.5,95,11,4,1.5,FALSE,FALSE,V+7,TRUE
V2],103,2.5,302,95,11,4,0.5,FALSE,FALSE,V+7,TRUE
V9,22,1,85,132,15,1,4,a,TRUE,V7,TRUE
V9,52,1,103,18,2,4,1,G,FALSE,V+7,TRUE
V9,138,1,549,18,3,1,8,D,FALSE,V+7,TRUE
V9,142,1,565,18,3,1,8,D,FALSE,V+7,TRUE
V9/V,166,1,494,18,3,4,9,D,FALSE,V+7,TRUE
V9,169,2.5,504.5,18,3,4,9,D,FALSE,V+7,TRUE
V9,41,3,160,18,4,1,1,c,TRUE,V7,TRUE
V9/V,66,2,259,18,4,1,1,c,TRUE,V7,TRUE
V9,420,1,1681,59,9,4,2,C,FALSE,V+7,TRUE
V9(6),81,1,321,132,15,1,1,a,TRUE,V7,TRUE
V9,81,2,322,132,15,1,3,a,TRUE,V7,TRUE
V9,109,1,433,132,15,1,4,a,TRUE,V7,TRUE
V9(4),136,1,541,132,15,1,1,a,TRUE,V7,TRUE
V9,136,2,542,132,15,1,3,a,TRUE,V7,TRUE
V9,109,1,487,18,1,2,4.5,d,TRUE,V7,TRUE
V9,222,1.5,443.5,18,2,1,0.5,G,TRUE,V7,TRUE
V9,68,3,169,18,2,2,1,C,TRUE,V7,TRUE
V9/IV,14,1,41,18,2,3,2,G,TRUE,V7,TRUE
V9,13,3,37,18,3,3,1,D,TRUE,V7,TRUE
V9/IV,121,3,361,18,3,3,1,D,TRUE,V7,TRUE
V9,9,1,23,18,3,4,4.5,D,TRUE,V7,TRUE
V9,23,1,65,18,3,4,1.5,D,TRUE,V7,TRUE
V9,24,1,68,18,3,4,0.5,D,TRUE,V7,TRUE
V9,24,2.5,69.5,18,3,4,0.5,D,TRUE,V7,TRUE
V9,25,1,71,18,3,4,0.5,D,TRUE,V7,TRUE
V9,56,1,164,18,3,4,3,D,TRUE,V7,TRUE
V9,240,1,716,18,3,4,1.5,D,TRUE,V7,TRUE
V9,241,1,719,18,3,4,0.5,D,TRUE,V7,TRUE
V9,241,2.5,720.5,18,3,4,0.5,D,TRUE,V7,TRUE
V9,242,1,722,18,3,4,0.5,D,TRUE,V7,TRUE
V9,331,1,989,18,3,4,3,D,TRUE,V7,TRUE
V9/V,191,2,759,18,4,1,1,c,TRUE,V7,TRUE
V9,49,0,142,18,4,3,4,c,TRUE,V7,TRUE
V9,137,1,271.5,18,5,3,1,D,TRUE,V7,TRUE
V9,75,1,294.5,18,5,4,3,A,TRUE,V7,TRUE
V9,79,1,310.5,18,5,4,3,A,TRUE,V7,TRUE
V9/ii,10,2,20,18,6,4,0.875,Bb,TRUE,V7,TRUE
V9/ii,90,1.5,268.5,59,8,1,2.5,e,TRUE,V7,TRUE
V9,74,1,293,59,8,2,8,E,TRUE,V7,TRUE
V9,113,1,449,59,8,2,2,E,TRUE,V7,TRUE
V9,115,1,457,59,8,2,1,E,TRUE,V7,TRUE
i.V9,26,1,76,59,8,3,4,e,TRUE,V7,TRUE
V9,187,1,745,59,8,4,3,e,TRUE,V7,TRUE
V9,212,4,848,59,8,4,2,e,TRUE,V7,TRUE
V9,33,3,102,59,9,1,3,C,TRUE,V7,TRUE
V9,76,3,274,59,9,1,1,C,TRUE,V7,TRUE
vi.V9,28,2.5,83.5,59,9,2,1.5,a,TRUE,V7,TRUE
V9,30,1,88,59,9,2,2.5,a,TRUE,V7,TRUE
V9(4),30,3.5,90.5,59,9,2,0.5,a,TRUE,V7,TRUE
V9,31,1,91,59,9,2,1,a,TRUE,V7,TRUE
V9(4),31,3.5,93.5,59,9,2,0.5,a,TRUE,V7,TRUE
V9,32,1,94,59,9,2,2.5,a,TRUE,V7,TRUE
V9(4),32,3.5,96.5,59,9,2,1,a,TRUE,V7,TRUE
.bv.V9(4),68,3.5,204.5,59,9,2,0.5,a,TRUE,V7,TRUE
V9,69,1,205,59,9,2,1,a,TRUE,V7,TRUE
V9(4),69,3.5,207.5,59,9,2,0.5,a,TRUE,V7,TRUE
V9,70,1,208,59,9,2,1,a,TRUE,V7,TRUE
V9(4),70,3.5,210.5,59,9,2,0.5,a,TRUE,V7,TRUE
V9,71,1,211,59,9,2,0.5,a,TRUE,V7,TRUE
VI6,52,2,149,127,12,1,1,Eb,FALSE,VI,TRUE
VI,63,1,181,127,12,1,0.5,Eb,FALSE,VI,TRUE
VI6,112,2,323,127,12,1,1,Eb,FALSE,VI,TRUE
VI,38,2,220,127,12,2,1,Ab,FALSE,VI,TRUE
VI,86,3,250,127,12,3,1,Eb,FALSE,VI,TRUE
vi64],188,1,554,127,12,3,3,Eb,FALSE,?,TRUE
VI,204,2,603,127,12,3,1,Eb,FALSE,VI,TRUE
VI6,206,1,608,127,12,3,3,Eb,FALSE,VI,TRUE
VI6,208,1,614,127,12,3,3,Eb,FALSE,VI,TRUE
vi,221,1,653,127,12,3,6,Eb,FALSE,?,TRUE
VI,261,1.5,1036.5,127,12,4,2.5,Eb,FALSE,VI,TRUE
vi,68,1,251,130,13,1,2,Bb,FALSE,?,TRUE
